Shop Location,Shop Owner,Item,Stock/Space,Price,Action,Status,Timestamp,Warp
8550 -30 -2043,FX_02,String,0,0,SELLING,out of stock,2026-05-27 00:10:45,/warp 1
8551 -30 -2042,FX_02,String,0,0,SELLING,out of stock,2026-05-27 00:10:46,/warp 1
8571 -34 -2043,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:10:54,/warp 1
8571 -34 -2045,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:10:56,/warp 1
8571 -34 -2046,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:10:57,/warp 1
8571 -34 -2047,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:10:58,/warp 1
8571 -34 -2048,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:10:58,/warp 1
8571 -33 -2048,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:10:59,/warp 1
8571 -33 -2047,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:00,/warp 1
8571 -33 -2046,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:00,/warp 1
8571 -33 -2043,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:03,/warp 1
8571 -33 -2042,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:03,/warp 1
8571 -33 -2041,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:04,/warp 1
8572 -32 -2040,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:05,/warp 1
8571 -32 -2040,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:05,/warp 1
8571 -32 -2041,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:06,/warp 1
8571 -32 -2042,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:06,/warp 1
8571 -32 -2043,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:07,/warp 1
8571 -32 -2047,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:09,/warp 1
8571 -32 -2048,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:10,/warp 1
8571 -31 -2048,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:11,/warp 1
8571 -31 -2047,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:11,/warp 1
8571 -31 -2046,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:12,/warp 1
8571 -31 -2043,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:14,/warp 1
8571 -31 -2042,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:15,/warp 1
8571 -31 -2041,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:16,/warp 1
8571 -31 -2040,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:16,/warp 1
8571 -30 -2040,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:17,/warp 1
8571 -30 -2041,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:17,/warp 1
8571 -30 -2042,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:18,/warp 1
8571 -30 -2043,FX_02,Bone,0,0,SELLING,out of stock,2026-05-27 00:11:19,/warp 1
8571 -30 -2045,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:20,/warp 1
8571 -30 -2046,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:21,/warp 1
8571 -30 -2047,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:22,/warp 1
8571 -30 -2048,FX_02,Arrow,0,0,SELLING,out of stock,2026-05-27 00:11:22,/warp 1
8535 -23 -2024,FX_02,Redstone Dust,1,2933,SELLING,Active,2026-05-27 00:11:40,/warp 1
8533 -23 -2024,FX_02,Redstone Dust,1,5865,SELLING,Active,2026-05-27 00:11:41,/warp 1
8533 -20 -2025,FX_02,Written Book,24,10000,BUYING,Active,2026-05-27 00:11:43,/warp 1
8535 -20 -2025,FX_02,Written Book,61,5000,BUYING,Active,2026-05-27 00:11:44,/warp 1
8530 -23 -2027,FX_02,Redstone Dust,1,8800,SELLING,Active,2026-05-27 00:11:45,/warp 1
8530 -23 -2029,FX_02,Redstone Dust,1,22000,SELLING,Active,2026-05-27 00:11:46,/warp 1
8531 -20 -2029,FX_02,Written Book,36,50000,BUYING,Active,2026-05-27 00:11:47,/warp 1
8531 -20 -2027,FX_02,Written Book,29,20000,BUYING,Active,2026-05-27 00:11:48,/warp 1
8533 -23 -2032,FX_02,Redstone Dust,1,44000,SELLING,Active,2026-05-27 00:11:49,/warp 1
8535 -23 -2032,FX_02,Redstone Dust,1,88000,SELLING,Active,2026-05-27 00:11:50,/warp 1
8535 -20 -2031,FX_02,Written Book,55,200000,BUYING,Active,2026-05-27 00:11:51,/warp 1
8533 -20 -2031,FX_02,Written Book,49,100000,BUYING,Active,2026-05-27 00:11:52,/warp 1
8531 -15 -2027,FX_02,Written Book,61,600000,BUYING,Active,2026-05-27 00:11:57,/warp 1
8531 -15 -2029,FX_02,Written Book,52,800000,BUYING,Active,2026-05-27 00:11:59,/warp 1
8530 -18 -2029,FX_02,Redstone Dust,1,234666,SELLING,Active,2026-05-27 00:12:00,/warp 1
8530 -18 -2027,FX_02,Redstone Dust,1,176000,SELLING,Active,2026-05-27 00:12:01,/warp 1
8533 -15 -2025,FX_02,Written Book,61,500000,BUYING,Active,2026-05-27 00:12:03,/warp 1
8535 -15 -2025,FX_02,Written Book,63,400000,BUYING,Active,2026-05-27 00:12:05,/warp 1
8535 -18 -2024,FX_02,Redstone Dust,1,117333,SELLING,Active,2026-05-27 00:12:06,/warp 1
8533 -18 -2024,FX_02,Redstone Dust,1,146666,SELLING,Active,2026-05-27 00:12:07,/warp 1
8584 -23 -1995,FX_02,Book,0,5,SELLING,out of stock,2026-05-27 00:12:30,/warp 1
8584 -23 -1997,FX_02,Lapis Lazuli,180,5,SELLING,Active,2026-05-27 00:12:32,/warp 1
7446 66 -10075,czsunny12,Cobblestone,3456,1,SELLING,Active,2026-08-07 08:29:45,/warp czshop
7447 66 -10075,czsunny12,Smooth Basalt,1137,4,SELLING,Active,2026-08-07 08:29:45,/warp czshop
7448 66 -10075,czsunny12,Calcite,694,4,SELLING,Active,2026-08-07 08:29:46,/warp czshop
7449 66 -10075,czsunny12,Block of Amethyst,1075,8,SELLING,Active,2026-08-07 08:29:47,/warp czshop
7450 66 -10075,czsunny12,Moss Block,0,3,SELLING,out of stock,2026-08-07 08:29:48,/warp czshop
7451 66 -10075,czsunny12,Moss Carpet,46,3,SELLING,Active,2026-08-07 08:29:48,/warp czshop
7452 66 -10075,czsunny12,Pale Moss Block,979,3,SELLING,Active,2026-08-07 08:29:49,/warp czshop
7453 66 -10075,czsunny12,Pale Moss Carpet,268,3,SELLING,Active,2026-08-07 08:29:50,/warp czshop
7454 66 -10075,czsunny12,Glass,0,5,SELLING,out of stock,2026-08-07 08:29:50,/warp czshop
7455 66 -10075,czsunny12,Clay,1181,6,SELLING,Active,2026-08-07 08:29:51,/warp czshop
7456 66 -10075,czsunny12,Gravel,3397,4,SELLING,Active,2026-08-07 08:29:51,/warp czshop
7457 66 -10075,czsunny12,Sculk,1728,4,SELLING,Active,2026-08-07 08:29:52,/warp czshop
7457 67 -10075,czsunny12,Rooted Dirt,983,10,SELLING,Active,2026-08-07 08:29:53,/warp czshop
7456 67 -10075,czsunny12,Dirt,2474,1,SELLING,Active,2026-08-07 08:29:54,/warp czshop
7455 67 -10075,czsunny12,Grass Block,1312,2,SELLING,Active,2026-08-07 08:29:54,/warp czshop
7454 67 -10075,czsunny12,Sand,0,4,SELLING,out of stock,2026-08-07 08:29:55,/warp czshop
7453 67 -10075,czsunny12,Cobbled Deepslate,0,2,SELLING,out of stock,2026-08-07 08:29:56,/warp czshop
7452 67 -10075,czsunny12,Deepslate,1280,2,SELLING,Active,2026-08-07 08:29:56,/warp czshop
7451 67 -10075,czsunny12,Tuff,2880,3,SELLING,Active,2026-08-07 08:29:57,/warp czshop
7450 67 -10075,czsunny12,Granite,3456,2,SELLING,Active,2026-08-07 08:29:57,/warp czshop
7449 67 -10075,czsunny12,Diorite,732,2,SELLING,Active,2026-08-07 08:29:58,/warp czshop
7448 67 -10075,czsunny12,Andesite,2704,2,SELLING,Active,2026-08-07 08:29:59,/warp czshop
7447 67 -10075,czsunny12,Terracotta,517,3,SELLING,Active,2026-08-07 08:29:59,/warp czshop
7446 67 -10075,czsunny12,Stone,2382,1,SELLING,Active,2026-08-07 08:30:00,/warp czshop
7460 66 -10084,czsunny12,Block of Quartz,0,10,SELLING,out of stock,2026-08-07 08:30:04,/warp czshop
7460 66 -10085,czsunny12,Soul Soil,396,4,SELLING,Active,2026-08-07 08:30:05,/warp czshop
7460 66 -10086,czsunny12,Nether Brick,3456,4,SELLING,Active,2026-08-07 08:30:06,/warp czshop
7460 66 -10087,czsunny12,Basalt,3456,4,SELLING,Active,2026-08-07 08:30:07,/warp czshop
7460 66 -10088,czsunny12,Gilded Blackstone,0,80,SELLING,out of stock,2026-08-07 08:30:07,/warp czshop
7460 66 -10089,czsunny12,Nether Bricks,2047,5,SELLING,Active,2026-08-07 08:30:08,/warp czshop
7460 66 -10093,czsunny12,Chorus Fruit,0,2,SELLING,out of stock,2026-08-07 08:30:11,/warp czshop
7460 66 -10094,czsunny12,Magma Cream,59,1,SELLING,Active,2026-08-07 08:30:12,/warp czshop
7460 67 -10094,czsunny12,Blaze Rod,0,0.4,SELLING,out of stock,2026-08-07 08:30:13,/warp czshop
7460 67 -10093,czsunny12,Chorus Flower,0,5,SELLING,out of stock,2026-08-07 08:30:13,/warp czshop
7460 67 -10092,czsunny12,End Stone,1670,5,SELLING,Active,2026-08-07 08:30:14,/warp czshop
7460 67 -10090,czsunny12,Magma Block,1827,4,SELLING,Active,2026-08-07 08:30:16,/warp czshop
7460 67 -10088,czsunny12,Polished Blackstone Bricks,836,5,SELLING,Active,2026-08-07 08:30:18,/warp czshop
7460 67 -10087,czsunny12,Blackstone,2940,4,SELLING,Active,2026-08-07 08:30:19,/warp czshop
7460 67 -10086,czsunny12,Netherrack,3456,1,SELLING,Active,2026-08-07 08:30:19,/warp czshop
7460 67 -10085,czsunny12,Soul Sand,453,4,SELLING,Active,2026-08-07 08:30:20,/warp czshop
7460 67 -10084,czsunny12,Nether Quartz Ore,0,8,SELLING,out of stock,2026-08-07 08:30:20,/warp czshop
7466 66 -10093,czsunny12,Pale Oak Sapling,158,4,SELLING,Active,2026-05-27 11:33:14,/warp czshop
7466 66 -10092,czsunny12,Jungle Sapling,0,4,SELLING,out of stock,2026-08-07 08:30:28,/warp czshop
7466 66 -10091,czsunny12,Spruce Sapling,0,2,SELLING,out of stock,2026-08-07 08:30:27,/warp czshop
7466 66 -10090,czsunny12,Birch Sapling,105,1.5,SELLING,Active,2026-08-07 08:30:27,/warp czshop
7466 66 -10089,czsunny12,Warped Fungus,0,2,SELLING,out of stock,2026-08-07 08:30:26,/warp czshop
7466 66 -10088,czsunny12,Nether Bricks,0,5,SELLING,out of stock,2026-08-07 08:30:25,/warp czshop
7466 66 -10087,czsunny12,Crimson Roots,102,3,SELLING,Active,2026-08-07 08:30:25,/warp czshop
7466 66 -10086,czsunny12,Crimson Nylium,65,4,SELLING,Active,2026-08-07 08:30:24,/warp czshop
7466 66 -10085,czsunny12,Warped Roots,76,3,SELLING,Active,2026-08-07 08:30:22,/warp czshop
7466 66 -10084,czsunny12,Warped Nylium,65,4,SELLING,Active,2026-08-07 08:30:23,/warp czshop
7466 67 -10084,czsunny12,Warped Wart Block,3264,4,SELLING,Active,2026-08-07 08:30:36,/warp czshop
7466 67 -10085,czsunny12,Twisting Vines,0,3,SELLING,out of stock,2026-08-07 08:30:35,/warp czshop
7466 67 -10086,czsunny12,Nether Wart Block,1810,4,SELLING,Active,2026-08-07 08:30:34,/warp czshop
7466 67 -10087,czsunny12,Weeping Vines,75,3,SELLING,Active,2026-08-07 08:30:34,/warp czshop
7466 67 -10088,czsunny12,Shroomlight,38,20,SELLING,Active,2026-08-07 08:30:33,/warp czshop
7466 67 -10089,czsunny12,Crimson Fungus,0,2,SELLING,out of stock,2026-08-07 08:30:33,/warp czshop
7466 67 -10090,czsunny12,Oak Sapling,0,1.5,SELLING,out of stock,2026-08-07 08:30:32,/warp czshop
7466 67 -10091,czsunny12,Acacia Sapling,411,1.5,SELLING,Active,2026-08-07 08:30:31,/warp czshop
7466 67 -10092,czsunny12,Dark Oak Sapling,80,6,SELLING,Active,2026-08-07 08:30:31,/warp czshop
7466 67 -10093,czsunny12,Cherry Sapling,258,4,SELLING,Active,2026-08-07 08:30:30,/warp czshop
7466 67 -10094,czsunny12,Mangrove Propagule,11,10,SELLING,Active,2026-08-07 08:30:29,/warp czshop
7469 66 -10081,czsunny12,Coal,1893,3,SELLING,Active,2026-08-07 08:30:38,/warp czshop
7470 66 -10081,czsunny12,Raw Copper,258,5,SELLING,Active,2026-08-07 08:30:39,/warp czshop
7471 66 -10081,czsunny12,Lapis Lazuli,96,5,SELLING,Active,2026-08-07 08:30:39,/warp czshop
7472 66 -10081,czsunny12,Redstone Dust,1,1,SELLING,Active,2026-08-07 08:30:40,/warp czshop
7473 66 -10081,czsunny12,Iron Ore,2218,40,SELLING,Active,2026-08-07 08:30:41,/warp czshop
7474 66 -10081,czsunny12,Raw Gold,0,10,SELLING,out of stock,2026-08-07 08:30:41,/warp czshop
7476 66 -10081,czsunny12,Ender Chest,0,20,SELLING,out of stock,2026-08-07 08:30:43,/warp czshop
7477 66 -10081,czsunny12,Shulker Shell,0,5000,SELLING,out of stock,2026-08-07 08:30:43,/warp czshop
7478 66 -10081,czsunny12,Shulker Box,0,9500,SELLING,out of stock,2026-08-07 08:30:44,/warp czshop
7479 66 -10081,czsunny12,Beacon,1,35000,SELLING,Active,2026-08-07 08:30:44,/warp czshop
7479 67 -10081,czsunny12,Glass Bottle,66,3,SELLING,Active,2026-08-07 08:30:45,/warp czshop
7478 67 -10081,czsunny12,Potion,0,50,SELLING,out of stock,2026-08-07 08:30:46,/warp czshop
7477 67 -10081,czsunny12,Potion,32,50,SELLING,Active,2026-08-07 08:30:46,/warp czshop
7476 67 -10081,czsunny12,Potion,0,50,SELLING,out of stock,2026-08-07 08:30:47,/warp czshop
7474 67 -10081,czsunny12,Deepslate Gold Ore,0,50,SELLING,out of stock,2026-08-07 08:30:48,/warp czshop
7473 67 -10081,czsunny12,Deepslate Iron Ore,3456,40,SELLING,Active,2026-08-07 08:30:49,/warp czshop
7472 67 -10081,czsunny12,Deepslate Redstone Ore,2133,20,SELLING,Active,2026-08-07 08:30:49,/warp czshop
7471 67 -10081,czsunny12,Deepslate Lapis Lazuli Ore,0,30,SELLING,out of stock,2026-08-07 08:30:50,/warp czshop
7470 67 -10081,czsunny12,Copper Ore,3456,30,SELLING,Active,2026-08-07 08:30:51,/warp czshop
7469 67 -10081,czsunny12,Coal Ore,3456,5,SELLING,Active,2026-08-07 08:30:51,/warp czshop
7470 66 -10075,czsunny12,Nether Gold Ore,214,20,SELLING,Active,2026-08-07 08:30:55,/warp czshop
7471 66 -10075,czsunny12,Emerald Ore,0,75,SELLING,out of stock,2026-08-07 08:30:55,/warp czshop
7470 67 -10075,czsunny12,Powder Snow Bucket,54,20,SELLING,Active,2026-08-07 08:30:54,/warp czshop
7469 67 -10075,czsunny12,Bamboo Shelf,383,8,SELLING,Active,2026-08-07 08:30:53,/warp czshop
7475 66 -10075,czsunny12,Enchanted Book,5,75,SELLING,Active,2026-08-07 08:30:57,/warp czshop
7476 66 -10075,czsunny12,Enchanted Book,0,75,SELLING,out of stock,2026-08-07 08:30:57,/warp czshop
7477 66 -10075,czsunny12,Enchanted Book,7,75,SELLING,Active,2026-08-07 08:30:58,/warp czshop
7466 66 -10072,czsunny12,Pointed Dripstone,814,5,SELLING,Active,2026-08-07 08:31:02,/warp czshop
7466 66 -10071,czsunny12,Dripstone Block,2477,7.5,SELLING,Active,2026-08-07 08:31:02,/warp czshop
7466 66 -10070,czsunny12,Apple,0,5,SELLING,out of stock,2026-08-07 08:31:03,/warp czshop
7466 66 -10069,czsunny12,Wildflowers,2243,1,SELLING,Active,2026-08-07 08:31:04,/warp czshop
7466 66 -10068,czsunny12,Firefly Bush,743,3,SELLING,Active,2026-08-07 08:31:04,/warp czshop
7466 66 -10067,czsunny12,Snow Block,3456,2,SELLING,Active,2026-08-07 08:31:05,/warp czshop
7466 66 -10066,czsunny12,Packed Ice,0,2,SELLING,out of stock,2026-08-07 08:31:05,/warp czshop
7466 66 -10065,czsunny12,Snow,1012,2,SELLING,Active,2026-08-07 08:31:06,/warp czshop
7466 66 -10064,czsunny12,Egg,864,0.5,SELLING,Active,2026-08-07 08:31:07,/warp czshop
7466 66 -10063,czsunny12,Blue Egg,864,0.5,SELLING,Active,2026-08-07 08:31:07,/warp czshop
7466 66 -10062,czsunny12,Brown Egg,735,0.5,SELLING,Active,2026-05-27 11:37:35,/warp czshop
7466 67 -10062,czsunny12,Warped Shelf,87,8,SELLING,Active,2026-08-07 08:31:09,/warp czshop
7466 67 -10063,czsunny12,Crimson Shelf,383,8,SELLING,Active,2026-08-07 08:31:09,/warp czshop
7466 67 -10064,czsunny12,Cherry Shelf,683,8,SELLING,Active,2026-08-07 08:31:10,/warp czshop
7466 67 -10065,czsunny12,Mangrove Shelf,167,15,SELLING,Active,2026-08-07 08:31:11,/warp czshop
7466 67 -10066,czsunny12,Acacia Shelf,65,8,SELLING,Active,2026-08-07 08:31:11,/warp czshop
7466 67 -10067,czsunny12,Jungle Shelf,162,8,SELLING,Active,2026-08-07 08:31:12,/warp czshop
7466 67 -10068,czsunny12,Oak Shelf,367,8,SELLING,Active,2026-08-07 08:31:13,/warp czshop
7466 67 -10069,czsunny12,Birch Shelf,352,8,SELLING,Active,2026-08-07 08:31:13,/warp czshop
7466 67 -10070,czsunny12,Pale Oak Shelf,258,8,SELLING,Active,2026-08-07 08:31:14,/warp czshop
7466 67 -10071,czsunny12,Spruce Shelf,1728,8,SELLING,Active,2026-08-07 08:31:14,/warp czshop
7466 67 -10072,czsunny12,Dark Oak Shelf,162,8,SELLING,Active,2026-08-07 08:31:15,/warp czshop
7460 66 -10072,czsunny12,Bone,428,0.5,SELLING,Active,2026-08-07 08:31:16,/warp czshop
7460 66 -10071,czsunny12,Glow Lichen,125,3,SELLING,Active,2026-08-07 08:31:17,/warp czshop
7460 66 -10070,czsunny12,Kelp,0,2,SELLING,out of stock,2026-08-07 08:31:18,/warp czshop
7460 66 -10069,czsunny12,Glow Ink Sac,8,1,SELLING,Active,2026-08-07 08:31:18,/warp czshop
7460 66 -10068,czsunny12,Amethyst Shard,0,10,SELLING,out of stock,2026-08-07 08:31:19,/warp czshop
7460 66 -10067,czsunny12,String,3392,0.1,SELLING,Active,2026-08-07 08:31:20,/warp czshop
7460 66 -10066,czsunny12,Cocoa Beans,832,2,SELLING,Active,2026-08-07 08:31:20,/warp czshop
7460 66 -10065,czsunny12,Mangrove Roots,2499,2,SELLING,Active,2026-08-07 08:31:21,/warp czshop
7460 66 -10064,czsunny12,Bucket,168,8,SELLING,Active,2026-08-07 08:31:21,/warp czshop
7460 66 -10063,czsunny12,Stick,3456,0.1,SELLING,Active,2026-08-07 08:31:22,/warp czshop
7460 66 -10062,czsunny12,Soul Lantern,303,8,SELLING,Active,2026-08-07 08:31:23,/warp czshop
7460 67 -10062,czsunny12,Lantern,907,8,SELLING,Active,2026-08-07 08:31:23,/warp czshop
7460 67 -10063,czsunny12,Iron Chain,332,10,SELLING,Active,2026-08-07 08:31:24,/warp czshop
7460 67 -10064,czsunny12,Azalea,0,4,SELLING,out of stock,2026-08-07 08:31:25,/warp czshop
7460 67 -10065,czsunny12,Flowering Azalea,0,4,SELLING,out of stock,2026-08-07 08:31:25,/warp czshop
7460 67 -10066,czsunny12,Carrot,1390,0.1,SELLING,Active,2026-08-07 08:31:26,/warp czshop
7460 67 -10067,czsunny12,Slimeball,0,5,SELLING,out of stock,2026-08-07 08:31:27,/warp czshop
7460 67 -10068,czsunny12,Amethyst Cluster,0,8,SELLING,out of stock,2026-08-07 08:31:27,/warp czshop
7460 67 -10069,czsunny12,Spore Blossom,210,20,SELLING,Active,2026-08-07 08:31:28,/warp czshop
7460 67 -10070,czsunny12,Glow Berries,0,3,SELLING,out of stock,2026-08-07 08:31:28,/warp czshop
7460 67 -10071,czsunny12,Vines,3287,2,SELLING,Active,2026-08-07 08:31:29,/warp czshop
7460 67 -10072,czsunny12,Bone Block,334,5,SELLING,Active,2026-08-07 08:31:30,/warp czshop
-11783 63 15222,Crazy69,Stone Bricks,1472,2.5,SELLING,Active,2026-05-27 11:45:01,/warp crazysshop
-11784 63 15222,Crazy69,Tuff,3456,3.5,SELLING,Active,2026-05-27 11:45:03,/warp crazysshop
-11785 63 15222,Crazy69,Deepslate,3456,1.5,SELLING,Active,2026-05-27 11:45:04,/warp crazysshop
-11786 63 15222,Crazy69,Diorite,3456,1.5,SELLING,Active,2026-05-27 11:45:04,/warp crazysshop
-11787 63 15222,Crazy69,Granite,3456,2.5,SELLING,Active,2026-05-27 11:45:05,/warp crazysshop
-11788 63 15222,Crazy69,Andesite,3456,1.5,SELLING,Active,2026-05-27 11:45:06,/warp crazysshop
-11789 63 15222,Crazy69,Cobbled Deepslate,1,4,SELLING,Active,2026-05-27 11:45:07,/warp crazysshop
-11791 63 15222,Crazy69,Cobblestone,3456,1,SELLING,Active,2026-05-27 11:45:08,/warp crazysshop
-11791 65 15222,Crazy69,Cobblestone,1728,0.1,BUYING,Active,2026-05-27 11:45:09,/warp crazysshop
-11789 65 15222,Crazy69,Cobbled Deepslate,1728,0.4,BUYING,Active,2026-05-27 11:45:10,/warp crazysshop
-11788 65 15222,Crazy69,Andesite,1728,1,BUYING,Active,2026-05-27 11:45:11,/warp crazysshop
-11787 65 15222,Crazy69,Granite,1728,1,BUYING,Active,2026-05-27 11:45:12,/warp crazysshop
-11786 65 15222,Crazy69,Diorite,1728,0.1,BUYING,Active,2026-05-27 11:45:13,/warp crazysshop
-11785 65 15222,Crazy69,Deepslate,1728,0.1,BUYING,Active,2026-05-27 11:45:15,/warp crazysshop
-11784 65 15222,Crazy69,Tuff,1728,1,BUYING,Active,2026-05-27 11:45:16,/warp crazysshop
-11783 65 15222,Crazy69,Stone Bricks,1728,0.5,BUYING,Active,2026-05-27 11:45:17,/warp crazysshop
-11768 63 15222,Crazy69,Leather,3356,2,SELLING,Active,2026-05-27 11:45:21,/warp crazysshop
-11767 63 15222,Crazy69,Glow Ink Sac,0,5,SELLING,out of stock,2026-05-27 11:45:24,/warp crazysshop
-11766 63 15222,Crazy69,Bundle,16,10,SELLING,Active,2026-05-27 11:45:25,/warp crazysshop
-11765 63 15222,Crazy69,Bookshelf,0,80,SELLING,out of stock,2026-05-27 11:45:26,/warp crazysshop
-11764 63 15222,Crazy69,Ender Chest,22,400,SELLING,Active,2026-05-27 11:45:27,/warp crazysshop
-11763 63 15222,Crazy69,Anvil,129,250,SELLING,Active,2026-05-27 11:45:29,/warp crazysshop
-11762 63 15222,Crazy69,Player Spawner,0,1000,SELLING,out of stock,2026-05-27 11:45:30,/warp crazysshop
-11761 63 15222,Crazy69,Name Tag,12,500,SELLING,Active,2026-05-27 11:45:31,/warp crazysshop
-11760 63 15222,Crazy69,Ice,3456,20,SELLING,Active,2026-05-27 11:45:32,/warp crazysshop
-11759 63 15222,Crazy69,Egg,864,2,SELLING,Active,2026-05-27 11:45:33,/warp crazysshop
-11758 63 15222,Crazy69,Dried Ghast,267,15000,SELLING,Active,2026-05-27 11:45:34,/warp crazysshop
-11758 65 15222,Crazy69,Dried Ghast,1728,1,BUYING,Active,2026-05-27 11:45:35,/warp crazysshop
-11759 65 15222,Crazy69,Egg,432,0.5,BUYING,Active,2026-05-27 11:45:36,/warp crazysshop
-11760 65 15222,Crazy69,Ice,1728,0.25,BUYING,Active,2026-05-27 11:45:38,/warp crazysshop
-11761 65 15222,Crazy69,Name Tag,1728,50,BUYING,Active,2026-05-27 11:45:39,/warp crazysshop
-11762 65 15222,Crazy69,Player Spawner,1728,100,BUYING,Active,2026-05-27 11:45:40,/warp crazysshop
-11763 65 15222,Crazy69,Anvil,1728,25,BUYING,Active,2026-05-27 11:45:41,/warp crazysshop
-11764 65 15222,Crazy69,Ender Chest,1728,50,BUYING,Active,2026-05-27 11:45:42,/warp crazysshop
-11765 65 15222,Crazy69,Bookshelf,1728,25,BUYING,Active,2026-05-27 11:45:43,/warp crazysshop
-11766 65 15222,Crazy69,Bundle,27,2,BUYING,Active,2026-05-27 11:45:44,/warp crazysshop
-11767 65 15222,Crazy69,Glow Ink Sac,1728,2,BUYING,Active,2026-05-27 11:45:45,/warp crazysshop
-11768 65 15222,Crazy69,Leather,1728,0.5,BUYING,Active,2026-05-27 11:45:46,/warp crazysshop
-11771 63 15219,Crazy69,Warped Stem,1728,5,BUYING,Active,2026-05-27 11:47:06,/warp crazysshop
-11771 63 15218,Crazy69,Mangrove Log,1728,5,BUYING,Active,2026-05-27 11:47:08,/warp crazysshop
-11771 63 15217,Crazy69,Oak Log,1728,2,BUYING,Active,2026-05-27 11:47:09,/warp crazysshop
-11768 63 15215,Crazy69,Sunny Helmet,54,100,SELLING,Active,2026-05-27 11:47:14,/warp crazysshop
-11767 63 15215,Crazy69,Sunny Chestplate,54,100,SELLING,Active,2026-05-27 11:47:15,/warp crazysshop
-11766 63 15215,Crazy69,Sunny Leggings,54,100,SELLING,Active,2026-05-27 11:47:16,/warp crazysshop
-11765 63 15215,Crazy69,Sunny Boots,54,100,SELLING,Active,2026-05-27 11:47:17,/warp crazysshop
-11764 63 15215,Crazy69,Sunny Elytra,0,2500,SELLING,out of stock,2026-05-27 11:47:18,/warp crazysshop
-11763 63 15215,Crazy69,Sunny Sword,54,100,SELLING,Active,2026-05-27 11:47:20,/warp crazysshop
-11762 63 15215,Crazy69,Sunny Pickaxe,54,100,SELLING,Active,2026-05-27 11:47:21,/warp crazysshop
-11761 63 15215,Crazy69,Sunny Axe,54,100,SELLING,Active,2026-05-27 11:47:22,/warp crazysshop
-11760 63 15215,Crazy69,Sunny Shovel,54,100,SELLING,Active,2026-05-27 11:47:23,/warp crazysshop
-11759 63 15215,Crazy69,Sunny Hoe,54,100,SELLING,Active,2026-05-27 11:47:24,/warp crazysshop
-11758 63 15215,Crazy69,Sunny Rod,53,100,SELLING,Active,2026-05-27 11:47:25,/warp crazysshop
-11758 65 15215,Crazy69,Sunny Rod,27,10,BUYING,Active,2026-05-27 11:47:26,/warp crazysshop
-11759 65 15215,Crazy69,Sunny Hoe,27,10,BUYING,Active,2026-05-27 11:47:27,/warp crazysshop
-11760 65 15215,Crazy69,Sunny Shovel,27,10,BUYING,Active,2026-05-27 11:47:28,/warp crazysshop
-11761 65 15215,Crazy69,Sunny Axe,26,10,BUYING,Active,2026-05-27 11:47:29,/warp crazysshop
-11762 65 15215,Crazy69,Sunny Pickaxe,27,10,BUYING,Active,2026-05-27 11:47:30,/warp crazysshop
-11763 65 15215,Crazy69,Sunny Sword,26,10,BUYING,Active,2026-05-27 11:47:32,/warp crazysshop
-11764 65 15215,Crazy69,Sunny Elytra,27,100,BUYING,Active,2026-05-27 11:47:33,/warp crazysshop
-11765 65 15215,Crazy69,Sunny Boots,27,10,BUYING,Active,2026-05-27 11:47:34,/warp crazysshop
-11766 65 15215,Crazy69,Sunny Leggings,25,10,BUYING,Active,2026-05-27 11:47:35,/warp crazysshop
-11767 65 15215,Crazy69,Sunny Chestplate,25,10,BUYING,Active,2026-05-27 11:47:36,/warp crazysshop
