Item,Seller,Sell_Price,Buy_Price,Margin_Per_Item,Seller_Warp,Seller_Location,Seller_Timestamp,Buyer_Timestamp
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:21
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:25
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 133 3509,2026-05-29 11:33:42,2026-05-27 00:06:23
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:26
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:24
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:23
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:50
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:48
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:47
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:46
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:44
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:43
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:07:42
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:48
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:47
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:46
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:44
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:43
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:42
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:41
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:31
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:30
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:29
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 133 3509,2026-05-29 11:33:47,2026-05-27 00:08:28
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:16
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:31
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:30
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:29
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:28
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:26
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:24
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:08:23
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:50
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10016 133 3509,2026-05-29 11:33:50,2026-05-27 00:07:49
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:25
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:21
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 134 3510,2026-05-29 11:34:06,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:21
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:25
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 135 3511,2026-05-29 11:34:34,2026-05-27 00:06:21
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:12
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:11
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:30
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:25
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:21
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10031 138 3513,2026-05-29 11:34:54,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10030 138 3513,2026-05-29 11:34:53,2026-05-27 00:06:25
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:26
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:15
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:14
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:13
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:12
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:11
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:36
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:31
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:30
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:29
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:28
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:27
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:26
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:15
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:14
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10032 138 3513,2026-05-29 11:34:55,2026-05-27 00:06:13
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:40
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:39
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:38
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:36
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:35
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:28
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:26
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:31
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:30
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:29
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:28
Feather,FX_02,0.0,0.28,0.28,/warp sell me ores,-10033 138 3513,2026-05-29 11:34:56,2026-05-27 00:06:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:40
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:39
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:38
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:36
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:35
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:28
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:26
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10034 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:40
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:39
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:38
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:36
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:35
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:28
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:26
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10035 138 3513,2026-05-29 11:34:57,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:40
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:39
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:38
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:36
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:35
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:28
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:26
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10036 138 3513,2026-05-29 11:34:58,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:40
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:39
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:38
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:36
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:35
