Item,Quantity,Sell_Price,Buy_Price,Profit_Per_Item,Total_Profit,Seller,Seller_Warp,Seller_Stock,Buyer,Buyer_Warp,Buyer_Stock,Seller_Location,Buyer_Location,Seller_Timestamp,Buyer_Timestamp
Mud,374,2.0,7.5,5.5,2057.0,Ayame989,/warp village hall,374,FX_02,/warp 1,2896,-9079 63 13800,8595 -42 -2020,2026-05-29 12:27:17,2026-05-26 23:59:08
Spruce Leaves,1026,1.0,3.0,2.0,2052.0,tazrar,/warp farm stuff,1026,AKoopa,/warp koopa,3456,17347 69 11852,13325 115 -6491,2026-05-29 00:28:52,2026-05-30 10:27:55
Bone Block,1357,0.99,2.5,1.51,2049.07,midwu,/warp panda,1715,FX_02,/warp 1,3085,15696 71 11962,8586 -33 -2020,2026-08-07 08:14:08,2026-05-26 23:52:25
Cobblestone,2048,1.0,2.0,1.0,2048.0,Soup__booty,/warp soupshop,3456,MissLion1997,/warp blue,3456,9839 59 -12554,-1820 71 6162,2026-05-29 11:48:40,2026-05-28 23:31:46
Cobblestone,2048,1.0,2.0,1.0,2048.0,celticpiping,/warp celt,3456,MissLion1997,/warp blue,3456,4806 -46 -13259,-1823 71 6162,2026-08-08 11:40:23,2026-05-28 23:31:44
Pearlescent Froglight,3456,1.0,1.58,0.5800000000000001,2004.4800000000002,Exestive,/warp luxeria,3456,Allyri,/warp ri,3456,9815 153 16218,-5263 173 -4848,2026-05-29 00:43:38,2026-05-29 11:21:48
Verdant Froglight,3456,1.0,1.58,0.5800000000000001,2004.4800000000002,Exestive,/warp luxeria,3456,Allyri,/warp ri,3456,9815 152 16218,-5263 175 -4848,2026-05-29 00:43:37,2026-05-29 11:21:49
Raw Copper,1656,5.1,6.3,1.2000000000000002,1987.2000000000003,AKoopa,/warp koopa,3456,Effortles,/warp sale,3456,13321 113 -6432,-13436 -6 4400,2026-05-30 10:31:09,2026-05-29 11:29:24
Diorite,1091,1.2,3.0,1.8,1963.8,Harmony_Gold_,/warp wood shop,1091,SerSicerio,/warp serstore,3456,-6125 28 1417,-17616 159 18754,2026-05-29 12:42:05,2026-08-07 08:17:36
Oak Sapling,777,5.0,7.5,2.5,1942.5,Groenmannetje,/warp tree nursery,777,Killablob,/warp killashop,1946,-15846 71 12982,11575 72 -5268,2026-05-29 11:51:44,2026-05-30 11:12:41
Tinted Glass,160,3.0,15.0,12.0,1920.0,celticpiping,/warp celt,160,Effortles,/warp sale,3456,4811 -45 -13229,-13447 -5 4372,2026-08-08 11:42:57,2026-07-05 23:16:44
Yellow Concrete Powder,960,6.0,8.0,2.0,1920.0,MatsmitGlatz,/warp blockmart,1704,Puppies75200,/warp sellconcrete,960,12419 75 -9893,5193 0 -13470,2026-08-08 11:31:06,2026-08-08 11:31:33
Sand,1914,3.0,4.0,1.0,1914.0,Hobosapian,/warp shopbo,2386,Dwarffles,/warp bulk sell,3456,14596 75 -1412,-4013 116 12336,2026-07-08 23:45:22,2026-08-08 11:14:22
Crimson Fungus,317,1.5,7.5,6.0,1902.0,Soup__booty,/warp soupshop,317,Killablob,/warp killashop,3456,9882 61 -12556,11575 72 -5275,2026-05-29 11:49:54,2026-05-30 11:12:46
Deepslate Redstone Ore,380,15.0,20.0,5.0,1900.0,_ZippyCastle5557,/warp zippytrial,380,Effortles,/warp sale,1505,-2049 -20 1296,-13446 -4 4400,2026-08-16 14:50:38,2026-05-29 11:29:40
Block of Gold,14,85.0,220.0,135.0,1890.0,AKoopa,/warp koopa,14,FX_02,/warp sell me ores,3264,13318 113 -6420,-10051 133 3504,2026-05-30 10:31:43,2026-05-29 11:33:05
Birch Sapling,751,5.0,7.5,2.5,1877.5,Groenmannetje,/warp tree nursery,751,FX_02,/warp 1,1458,-15840 71 12982,8594 -42 -2004,2026-05-29 11:51:45,2026-05-26 23:57:33
Dark Oak Log,1863,4.0,5.0,1.0,1863.0,Hobosapian,/warp shopbo,1863,FX_02,/warp 1,3456,14599 75 -1418,8585 -41 -2004,2026-07-08 23:44:29,2026-05-26 23:57:57
Firework Rocket,2488,0.01,0.75,0.74,1841.12,Hobosapian,/warp shopbo,2488,Effortles,/warp sale,3456,14614 75 -1418,-13461 -4 4400,2026-08-08 11:15:29,2026-05-29 11:30:01
Vines,1920,0.05,1.0,0.95,1824.0,Hobosapian,/warp shopbo,1920,Killablob,/warp killashop,3456,14601 75 -1408,11560 72 -5291,2026-07-08 23:45:42,2026-05-30 10:53:26
Fermented Spider Eye,61,3.0,32.5,29.5,1799.5,_ZippyCastle5557,/warp zippytrial,137,FX_02,/warp 1,61,-2030 -20 1276,8588 -33 -2004,2026-08-16 14:48:33,2026-05-26 23:51:15
Oak Leaves,896,1.0,3.0,2.0,1792.0,tazrar,/warp farm stuff,896,AKoopa,/warp koopa,3456,17346 69 11849,13317 115 -6494,2026-05-29 00:28:53,2026-05-30 10:27:42
Orange Concrete Powder,896,6.0,8.0,2.0,1792.0,MatsmitGlatz,/warp blockmart,1135,Puppies75200,/warp sellconcrete,896,12418 75 -9893,5194 0 -13470,2026-08-08 11:31:10,2026-08-08 11:31:32
Clay,894,3.0,5.0,2.0,1788.0,Hobosapian,/warp shopbo,894,SerSicerio,/warp serstore,3456,14596 75 -1410,-17622 159 18772,2026-07-08 23:45:24,2026-08-07 08:16:25
Iron Ingot,1780,2.0,3.0,1.0,1780.0,Hobosapian,/warp shopbo,1780,Ser_Sicerio,/warp serstore,3456,14620 75 -1415,-17666 159 18753,2026-08-08 11:15:45,2026-05-26 09:41:26
Netherrack,3456,0.75,1.26,0.51,1762.56,Soup__booty,/warp soupshop,3456,Allyri,/warp ri,3456,9866 59 -12554,-5263 175 -4806,2026-05-29 11:49:33,2026-05-29 11:21:09
Splash Potion,14,0.0,125.0,125.0,1750.0,Hobosapian,/warp shopbo,14,FX_02,/warp 1,29,14616 77 -1418,8599 -32 -2004,2026-08-08 11:15:40,2026-05-26 23:50:36
Magma Cream,875,1.0,3.0,2.0,1750.0,Dwarffles,/warp lidl,875,SpaghettiPasta,/warp one,3456,-3915 156 12320,4232 152 6872,2026-05-31 13:10:14,2026-05-29 10:56:02
Raw Copper,1337,5.0,6.3,1.2999999999999998,1738.0999999999997,SerSicerio,/warp serstore,1337,Effortles,/warp sale,3456,-17663 158 18755,-13437 -4 4400,2026-08-07 08:18:12,2026-05-29 11:29:28
Clay,869,3.0,5.0,2.0,1738.0,_ZippyCastle5557,/warp zippytrial,869,SerSicerio,/warp serstore,3456,-2090 -20 1307,-17622 159 18772,2026-08-16 14:45:43,2026-08-07 08:16:25
Lapis Lazuli,826,3.0,5.1,2.0999999999999996,1734.5999999999997,Hobosapian,/warp shopbo,2517,__server__,/shop,999999,14615 75 -1402,SERVER_SELL_MINEABLES,2026-08-08 11:16:12,2026-08-16 13:47:35
Cobbled Deepslate,3456,1.0,1.5,0.5,1728.0,celticpiping,/warp celt,3456,Crazy69,/warp crazysshop,3456,4729 -44 -13281,-11784 65 15208,2026-08-08 11:49:06,2026-08-07 08:27:18
Terracotta,1728,2.0,3.0,1.0,1728.0,AKoopa,/warp koopa,1728,madsxo,/warp one,2304,13264 114 -6494,4256 152 6853,2026-05-30 10:22:49,2026-05-29 10:51:40
Steak,3456,0.0,0.5,0.5,1728.0,Dwarffles,/warp lidl,3456,_ZippyCastle5557,/warp zippytrial,3456,-3938 155 12320,-2024 -18 1292,2026-05-29 00:42:11,2026-08-16 14:50:18
White Wool,3456,0.0,0.5,0.5,1728.0,Bonusmile,/warp free wool,3456,_ZippyCastle5557,/warp zippytrial,3456,11263 112 -11997,-2089 -18 1327,2026-05-29 00:34:47,2026-08-16 14:45:04
Cobbled Deepslate,3456,1.0,1.5,0.5,1728.0,celticpiping,/warp celt,3456,AKoopa,/warp koopa,3456,4729 -46 -13279,13265 115 -6492,2026-08-08 11:49:04,2026-05-30 10:22:51
Cobbled Deepslate,3456,1.0,1.5,0.5,1728.0,celticpiping,/warp celt,3456,__leas__,/warp buying blocks,3456,4729 -45 -13279,-2639 65 -10872,2026-08-08 11:49:04,2026-05-28 23:36:06
Magma Block,861,3.0,5.0,2.0,1722.0,celticpiping,/warp celt,2481,FX_02,/warp 1,3181,4770 -50 -13215,8584 -33 -2015,2026-08-08 11:45:34,2026-05-26 23:52:10
Dirt,1712,1.0,2.0,1.0,1712.0,czsunny12,/warp czshop,2474,AKoopa,/warp koopa,2656,7456 67 -10075,13257 115 -6479,2026-08-07 08:29:54,2026-05-30 10:21:52
Oak Log,1709,4.0,5.0,1.0,1709.0,AKoopa,/warp koopa,2711,Effortles,/warp sale,3456,13315 114 -6493,-13430 -4 4373,2026-05-30 10:27:40,2026-05-29 11:28:55
Magma Cream,853,1.0,3.0,2.0,1706.0,_ZippyCastle5557,/warp zippytrial,3456,SpaghettiPasta,/warp one,3456,-2022 -20 1276,4232 152 6872,2026-08-16 14:48:37,2026-05-29 10:56:02
Block of Redstone,3456,0.01,0.5,0.49,1693.44,Chijoku,/warp chi,3456,FX_02,/warp 1,3456,-11714 133 -10122,8601 -35 -2009,2026-05-29 00:03:39,2026-05-26 23:54:08
Armor Stand,338,10.0,15.0,5.0,1690.0,Hobosapian,/warp shopbo,338,FX_02,/warp 1,864,14620 77 -1414,8597 -30 -2018,2026-08-08 11:16:04,2026-05-26 23:53:37
Lime Concrete Powder,843,6.0,8.0,2.0,1686.0,MatsmitGlatz,/warp blockmart,1775,Puppies75200,/warp sellconcrete,843,12420 75 -9893,5192 0 -13470,2026-08-08 11:31:04,2026-08-08 11:31:34
Sand,841,2.0,4.0,2.0,1682.0,Ayame989,/warp village hall,841,Dwarffles,/warp bulk sell,1392,-9085 63 13800,-4013 117 12338,2026-05-29 12:27:20,2026-08-08 11:14:24
Diamond,48,65.0,100.0,35.0,1680.0,Alisa12345,/warp shrimp shop,48,Tyty42021,/warp tytys everything shop,3456,-7112 114 -17576,10428 37 9481,2026-05-29 11:44:08,2026-08-07 08:24:20
Sunny Boots,24,50.0,120.0,70.0,1680.0,Hobosapian,/warp shopbo,24,AKoopa,/warp koopa,27,14601 77 -1408,13255 114 -6461,2026-07-08 23:45:51,2026-05-30 10:21:04
Prismarine Shard,3356,0.5,1.0,0.5,1678.0,Effortles,/warp sale,3356,_ZippyCastle5557,/warp zippytrial,3456,-13468 -6 4387,-2045 -18 1276,2026-05-29 11:30:16,2026-08-16 14:48:24
Cooked Chicken,3333,0.0,0.5,0.5,1666.5,Hobosapian,/warp shopbo,3333,_ZippyCastle5557,/warp zippytrial,3456,14620 75 -1418,-2021 -18 1292,2026-08-08 11:15:33,2026-08-16 14:50:20
End Stone,832,1.0,3.0,2.0,1664.0,celticpiping,/warp celt,3456,FX_02,/warp 1,832,4747 -52 -13224,8589 -30 -2020,2026-08-08 11:46:27,2026-05-26 23:53:16
Cobbled Deepslate,790,0.9,3.0,2.1,1659.0,GladdeBamibal927,/warp frog shop,790,SerSicerio,/warp serstore,3456,-14746 47 7,-17616 159 18751,2026-05-29 00:37:12,2026-08-07 08:17:38
Warped Fungus,274,1.5,7.5,6.0,1644.0,Soup__booty,/warp soupshop,275,Killablob,/warp killashop,3456,9881 61 -12556,11575 72 -5276,2026-05-29 11:49:55,2026-05-30 11:12:46
Smooth Stone,3256,2.0,2.5,0.5,1628.0,HoboNova,/warp shopbo,3256,Effortles,/warp sale,3456,14596 75 -1407,-13440 -4 4362,2026-05-29 11:41:16,2026-05-29 11:31:38
Deepslate,3456,1.0,1.47,0.47,1624.32,celticpiping,/warp celt,3456,Allyri,/warp ri,3456,4737 -46 -13272,-5230 175 -4789,2026-08-08 11:48:43,2026-05-29 11:18:11
Deepslate,3456,1.0,1.47,0.47,1624.32,celticpiping,/warp celt,3456,Allyri,/warp ri,3456,4739 -44 -13272,-5227 174 -4789,2026-08-08 11:48:40,2026-05-29 11:18:09
Andesite,811,1.0,3.0,2.0,1622.0,celticpiping,/warp celt,811,SerSicerio,/warp serstore,3456,4806 -46 -13268,-17616 159 18753,2026-08-08 11:40:11,2026-08-07 08:17:37
Campfire,322,10.0,15.0,5.0,1610.0,celticpiping,/warp celt,322,FX_02,/warp 1,3348,4740 -41 -13233,8597 -31 -2015,2026-08-08 11:48:26,2026-05-26 23:53:49
Raw Copper,1337,5.1,6.3,1.2000000000000002,1604.4000000000003,AKoopa,/warp koopa,3456,Effortles,/warp sale,3456,13320 113 -6432,-13438 -4 4400,2026-05-30 10:31:08,2026-05-29 11:29:27
Raw Copper,1337,5.1,6.3,1.2000000000000002,1604.4000000000003,AKoopa,/warp koopa,3456,Effortles,/warp sale,3456,13318 113 -6432,-13439 -6 4400,2026-05-30 10:31:05,2026-05-29 11:29:26
Raw Iron,458,5.0,8.5,3.5,1603.0,_ZippyCastle5557,/warp zippytrial,458,Dwarffles,/warp bulk sell,3456,-2035 -20 1296,-4018 116 12335,2026-08-16 14:50:30,2026-08-08 11:14:02
Moss Block,639,0.5,3.0,2.5,1597.5,BobGuy_,/warp celt,639,FX_02,/warp 1,847,4818 -45 -13366,8597 -32 -2015,2026-08-08 11:54:09,2026-05-26 23:53:46
Mangrove Leaves,1596,2.0,3.0,1.0,1596.0,Abbie_Kills,/warp decor,1596,AKoopa,/warp koopa,2048,18596 22 1012,13313 115 -6494,2026-05-29 00:11:13,2026-05-30 10:27:36
Packed Ice,792,4.0,6.0,2.0,1584.0,Harmony_Gold_,/warp wood shop,792,SerSicerio,/warp serstore,3456,-6138 25 1424,-17617 159 18774,2026-05-29 12:42:15,2026-08-07 08:16:43
Cooked Porkchop,3084,0.0,0.5,0.5,1542.0,Hobosapian,/warp shopbo,3084,_ZippyCastle5557,/warp zippytrial,3456,14618 75 -1418,-2023 -18 1292,2026-08-08 11:15:32,2026-08-16 14:50:19
Sand,1536,3.0,4.0,1.0,1536.0,MatsmitGlatz,/warp blockmart,1536,Dwarffles,/warp bulk sell,2304,12415 75 -9897,-4013 116 12338,2026-08-08 11:30:41,2026-08-08 11:14:23
Sand,1536,3.0,4.0,1.0,1536.0,MatsmitGlatz,/warp blockmart,1536,Dwarffles,/warp bulk sell,3456,12412 75 -9897,-4013 118 12336,2026-08-08 11:30:38,2026-08-08 11:14:19
Scaffolding,1536,1.0,2.0,1.0,1536.0,Chijoku,/warp chi,1536,Effortles,/warp sale,3456,-11717 133 -10133,-13441 -5 4372,2026-05-29 00:04:05,2026-05-29 11:27:57
Deepslate,3264,1.0,1.47,0.47,1534.08,celticpiping,/warp celt,3264,Allyri,/warp ri,3456,4737 -45 -13272,-5227 172 -4789,2026-08-08 11:48:42,2026-05-29 11:18:08
Ink Sac,374,1.0,5.0,4.0,1496.0,Hobosapian,/warp shopbo,374,FX_02,/warp 1,614,14617 75 -1402,8589 -37 -2020,2026-08-08 11:16:11,2026-05-26 23:56:23
End Stone,497,1.0,4.0,3.0,1491.0,celticpiping,/warp celt,3456,SerSicerio,/warp serstore,512,4747 -52 -13224,-17622 159 18769,2026-08-08 11:46:27,2026-08-07 08:16:23
Gunpowder,827,0.2,2.0,1.8,1488.6000000000001,TycoRC,/warp !tyco's shop,2141,FX_02,/warp buyingspawners,827,-1760 35 3341,-10037 68 3185,2026-05-28 11:23:51,2026-05-28 23:38:49
Honey Block,297,20.0,25.0,5.0,1485.0,Roseplug,/warp blue,297,Effortles,/warp sale,3456,-1812 81 6219,-13455 -4 4362,2026-05-28 23:32:59,2026-05-29 11:31:04
Block of Redstone,1499,0.01,1.0,0.99,1484.01,Chijoku,/warp chi,2496,Effortles,/warp sale,1499,-11714 134 -10122,-13448 -5 4390,2026-05-29 00:03:43,2026-05-29 11:26:43
Raw Copper,1227,5.1,6.3,1.2000000000000002,1472.4000000000003,AKoopa,/warp koopa,3456,Effortles,/warp sale,3456,13319 113 -6432,-13436 -4 4400,2026-05-30 10:31:06,2026-05-29 11:29:29
Lead,733,3.0,5.0,2.0,1466.0,Hobosapian,/warp shopbo,733,Effortles,/warp sale,3456,14615 77 -1405,-13444 -5 4372,2026-08-08 11:16:41,2026-05-29 11:27:59
Cracked Polished Blackstone Bricks,2926,3.5,4.0,0.5,1463.0,Soup__booty,/warp soupshop,2926,Effortles,/warp sale,3456,9870 59 -12551,-13430 -4 4365,2026-05-29 11:49:27,2026-05-29 11:28:40
Deepslate,3097,1.0,1.47,0.47,1455.59,celticpiping,/warp celt,3097,Allyri,/warp ri,3456,4733 -46 -13272,-5227 175 -4789,2026-08-08 11:48:48,2026-05-29 11:18:10
Raw Copper,1204,5.1,6.3,1.2000000000000002,1444.8000000000002,AKoopa,/warp koopa,3456,Effortles,/warp sale,3456,13319 113 -6432,-13439 -6 4400,2026-05-30 10:31:06,2026-05-29 11:29:26
Mud,320,3.0,7.5,4.5,1440.0,AKoopa,/warp koopa,320,FX_02,/warp 1,2896,13258 114 -6480,8595 -42 -2020,2026-05-30 10:21:42,2026-05-26 23:59:08
Block of Quartz,143,25.0,35.0,10.0,1430.0,MatsmitGlatz,/warp blockmart,143,SerSicerio,/warp serstore,3456,12392 75 -9893,-17623 159 18748,2026-08-08 11:29:41,2026-08-07 08:18:03
Cobblestone,1408,1.0,2.0,1.0,1408.0,Soup__booty,/warp soupshop,3456,MissLion1997,/warp blue,3456,9839 59 -12554,-1823 71 6162,2026-05-29 11:48:40,2026-05-28 23:31:44
Cobblestone,1408,1.0,2.0,1.0,1408.0,celticpiping,/warp celt,1408,MissLion1997,/warp blue,3456,4806 -43 -13259,-1820 71 6162,2026-08-08 11:40:25,2026-05-28 23:31:46
Slimeball,1404,1.0,2.0,1.0,1404.0,Hobosapian,/warp shopbo,1404,Effortles,/warp sale,3456,14615 77 -1407,-13454 -4 4362,2026-08-08 11:16:39,2026-05-29 11:31:04
Podzol,1396,3.0,4.0,1.0,1396.0,_ZippyCastle5557,/warp zippytrial,1396,SerSicerio,/warp serstore,3456,-2026 -20 1327,-17617 159 18770,2026-08-16 14:52:50,2026-08-07 08:16:40
Cooked Mutton,2789,0.0,0.5,0.5,1394.5,Hobosapian,/warp shopbo,2789,_ZippyCastle5557,/warp zippytrial,3456,14616 75 -1418,-2022 -18 1292,2026-08-08 11:15:30,2026-08-16 14:50:19
Cobbled Deepslate,1392,1.0,2.0,1.0,1392.0,celticpiping,/warp celt,1789,FX_02,/warp 1,1392,4729 -46 -13281,8584 -43 -2009,2026-08-08 11:49:08,2026-05-26 23:58:11
Mushroom Stem,230,9.0,15.0,6.0,1380.0,Hobosapian,/warp shopbo,230,Effortles,/warp sale,3456,14599 75 -1402,-13468 -4 4391,2026-07-08 23:45:58,2026-05-29 11:30:36
Sand,654,1.9,4.0,2.1,1373.4,Harmony_Gold_,/warp wood shop,654,SerSicerio,/warp serstore,3456,-6125 25 1412,-17622 159 18771,2026-05-29 12:41:57,2026-08-07 08:16:24
Sand,1372,3.0,4.0,1.0,1372.0,Effortles,/warp sale,1372,Dwarffles,/warp bulk sell,3456,-13443 -6 4362,-4013 116 12336,2026-05-29 11:31:19,2026-08-08 11:14:22
Lapis Lazuli,1247,4.0,5.1,1.0999999999999996,1371.6999999999996,Harmony_Gold_,/warp ores galore,1247,__server__,/shop,999999,-6168 25 1438,SERVER_SELL_MINEABLES,2026-05-29 11:10:51,2026-08-16 13:47:35
Bee Nest,9,100.0,250.0,150.0,1350.0,Abbie_Kills,/warp decor,9,SerSicerio,/warp serstore,3456,18555 22 974,-17617 159 18777,2026-05-29 00:12:24,2026-08-07 08:16:45
Pumpkin,1836,2.0,2.73,0.73,1340.28,_ZippyCastle5557,/warp zippytrial,1836,Allyri,/warp ri,3456,-2031 -20 1292,-5226 172 -4853,2026-08-16 14:50:04,2026-05-29 11:22:25
Diamond,43,69.0,100.0,31.0,1333.0,Soup__booty,/warp soupshop,43,Tyty42021,/warp tytys everything shop,3456,9830 59 -12551,10428 37 9481,2026-05-29 11:48:09,2026-08-07 08:24:20
Block of Coal,83,2.0,18.0,16.0,1328.0,Ayame989,/warp village hall,92,AKoopa,/warp koopa,3456,-9086 63 13786,13325 114 -6428,2026-05-29 12:27:51,2026-05-30 10:31:27
Birch Leaves,663,1.0,3.0,2.0,1326.0,tazrar,/warp farm stuff,663,AKoopa,/warp koopa,3456,17346 69 11847,13310 115 -6491,2026-05-29 00:28:58,2026-05-30 10:27:26
Waxed Oxidized Copper Bulb,264,5.0,10.0,5.0,1320.0,Ayame989,/warp village hall,264,Effortles,/warp sale,3456,-9093 63 13786,-13468 -4 4365,2026-05-29 12:27:55,2026-05-29 11:30:49
Podzol,1319,3.0,4.0,1.0,1319.0,Crazy69,/warp crazysshop,1319,SerSicerio,/warp serstore,3456,-11789 63 15208,-17617 159 18770,2026-08-07 08:27:10,2026-08-07 08:16:40
Andesite,729,1.2,3.0,1.8,1312.2,Harmony_Gold_,/warp wood shop,2019,SerSicerio,/warp serstore,3456,-6125 25 1416,-17616 159 18753,2026-05-29 12:41:58,2026-08-07 08:17:37
Red Mushroom,728,0.2,2.0,1.8,1310.4,Hobosapian,/warp shopbo,728,AKoopa,/warp koopa,3456,14601 75 -1404,13325 115 -6479,2026-07-08 23:45:45,2026-05-30 10:28:12
Mangrove Roots,1305,2.0,3.0,1.0,1305.0,Abbie_Kills,/warp decor,1305,AKoopa,/warp koopa,3456,18604 22 1004,13314 115 -6494,2026-05-29 00:10:53,2026-05-30 10:27:38
Dark Prismarine,1303,5.0,6.0,1.0,1303.0,DaftWeevil2996,/warp ocean city shop,1303,Effortles,/warp sale,3456,-18212 42 17964,-13468 -4 4388,2026-07-01 21:29:39,2026-05-29 11:30:34
Basalt,576,2.75,5.0,2.25,1296.0,Harmony_Gold_,/warp wood shop,576,saltzi,/warp villager trading hall,3456,-6132 25 1414,7129 33 12217,2026-05-29 12:41:43,2026-05-29 12:31:10
Soul Sand,2570,2.5,3.0,0.5,1285.0,HoboNova,/warp shopbo,3447,SerSicerio,/warp serstore,2718,14596 75 -1405,-17633 159 18748,2026-05-29 11:41:17,2026-08-07 08:17:53
Deepslate,2732,1.0,1.47,0.47,1284.04,celticpiping,/warp celt,3456,Allyri,/warp ri,2732,4735 -45 -13272,-5230 174 -4789,2026-08-08 11:48:45,2026-05-29 11:18:12
Red Mushroom Block,128,2.0,12.0,10.0,1280.0,kiwi_241,/warp v.i.p room,136,Effortles,/warp sale,128,-1420 63 -2522,-13468 -4 4392,2026-05-29 12:22:39,2026-05-29 11:30:36
Basalt,640,3.0,5.0,2.0,1280.0,glossycherry,/warp cherry shop,640,saltzi,/warp villager trading hall,3456,-12100 7 185,7129 33 12217,2026-05-29 00:01:14,2026-05-29 12:31:10
Splash Potion,17,50.0,125.0,75.0,1275.0,Harmony_Gold_,/warp wood shop,17,FX_02,/warp 1,18,-6138 25 1449,8594 -33 -2004,2026-05-29 12:42:53,2026-05-26 23:50:59
Dark Oak Log,1236,4.0,5.0,1.0,1236.0,AKoopa,/warp koopa,3088,FX_02,/warp 1,3456,13318 114 -6493,8585 -41 -2004,2026-05-30 10:27:44,2026-05-26 23:57:57
Raw Copper,1025,5.1,6.3,1.2000000000000002,1230.0000000000002,AKoopa,/warp koopa,3456,Effortles,/warp sale,3456,13319 113 -6432,-13436 -6 4400,2026-05-30 10:31:06,2026-05-29 11:29:24
Nether Wart,1228,1.0,2.0,1.0,1228.0,tazrar,/warp farm stuff,1228,Dwarffles,/warp bulk sell,2752,17390 72 11844,-4017 117 12338,2026-05-29 00:26:38,2026-08-08 11:14:32
Coal,3058,3.0,3.4,0.3999999999999999,1223.1999999999998,Exestive,/warp luxeria,3058,__server__,/shop,999999,9819 152 16229,SERVER_SELL_MINEABLES,2026-05-29 00:44:31,2026-08-16 13:47:35
Stone,1545,1.0,1.79,0.79,1220.55,AKoopa,/warp koopa,3456,Killablob,/warp killashop,2704,13264 114 -6486,11538 72 -5229,2026-05-30 10:23:14,2026-05-30 10:39:46
Birch Log,1211,4.0,5.0,1.0,1211.0,midwu,/warp panda,1728,FX_02,/warp 1,1558,15666 71 11954,8588 -42 -2004,2026-08-07 08:13:50,2026-05-26 23:57:49
Gravel,605,2.0,4.0,2.0,1210.0,glossycherry,/warp cherry shop,605,Allyri,/warp ri,3456,-12100 7 171,-5238 175 -4789,2026-05-29 00:00:55,2026-06-23 23:38:36
Oak Leaves,1727,2.3,3.0,0.7000000000000002,1208.9000000000003,kiwi_241,/warp v.i.p room,1727,AKoopa,/warp koopa,3456,-1417 63 -2515,13317 115 -6494,2026-05-29 12:22:45,2026-05-30 10:27:42
Dripstone Block,1205,3.0,4.0,1.0,1205.0,Hobosapian,/warp shopbo,1205,Effortles,/warp sale,3456,14596 77 -1414,-13468 -4 4394,2026-07-08 23:45:35,2026-05-29 11:30:37
Deepslate Diamond Ore,4,200.0,500.0,300.0,1200.0,RubberDucky7474,/warp nethersunny,4,SerSicerio,/warp serstore,3456,14232 71 3607,-17670 159 18759,2026-05-29 10:38:13,2026-08-08 10:54:33
Diorite,595,1.0,3.0,2.0,1190.0,celticpiping,/warp celt,595,SerSicerio,/warp serstore,3456,4800 -46 -13268,-17616 159 18754,2026-08-08 11:40:04,2026-08-07 08:17:36
Crimson Nylium,589,4.0,6.0,2.0,1178.0,Harmony_Gold_,/warp wood shop,589,SerSicerio,/warp serstore,3456,-6135 25 1410,-17630 159 18748,2026-05-29 12:41:40,2026-08-07 08:17:55
Raw Chicken,3456,0.0,0.34,0.34,1175.0400000000002,FX_02,/warp sell me ores,3456,__server__,/shop,999999,-10031 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:40,2026-08-16 13:47:39
Cobbled Deepslate,2346,1.0,1.5,0.5,1173.0,celticpiping,/warp celt,3456,__leas__,/warp buying blocks,3456,4729 -46 -13277,-2645 64 -10872,2026-08-08 11:49:03,2026-05-28 23:36:12
Melon Seeds,2342,0.5,1.0,0.5,1171.0,Crazy69,/warp crazysshop,3456,FX_02,/warp 1,2342,-11763 63 15203,8584 -36 -2006,2026-08-07 08:27:40,2026-05-26 23:55:37
Mangrove Roots,1170,2.0,3.0,1.0,1170.0,czsunny12,/warp czshop,2499,AKoopa,/warp koopa,3456,7460 66 -10065,13314 115 -6494,2026-08-07 08:31:21,2026-05-30 10:27:38
Podzol,585,2.0,4.0,2.0,1170.0,Ayame989,/warp village hall,585,SerSicerio,/warp serstore,3456,-9082 67 13800,-17617 159 18770,2026-05-29 12:27:42,2026-08-07 08:16:40
Emerald,77,15.0,30.0,15.0,1155.0,Effortles,/warp sale,77,LilOldman,/warp lom,3456,-13445 -6 4389,-10322 64 -548,2026-05-29 11:26:39,2026-07-26 19:28:14
Spruce Log,384,2.0,5.0,3.0,1152.0,Ayame989,/warp village hall,440,FX_02,/warp 1,384,-9077 70 13792,8588 -41 -2004,2026-05-29 12:29:36,2026-05-26 23:57:51
Red Mushroom Block,1151,3.0,4.0,1.0,1151.0,Hobosapian,/warp shopbo,1151,AKoopa,/warp koopa,3456,14601 75 -1402,13325 115 -6480,2026-07-08 23:45:56,2026-05-30 10:28:11
Iron Ingot,380,1.0,4.0,3.0,1140.0,Chijoku,/warp chi,3456,Crazy69,/warp crazysshop,2461,-11717 133 -10121,-11789 65 15203,2026-05-29 00:03:49,2026-08-07 08:27:31
Cherry Sapling,451,5.0,7.5,2.5,1127.5,Groenmannetje,/warp tree nursery,451,Killablob,/warp killashop,3456,-15833 71 12982,11575 72 -5273,2026-05-29 11:51:47,2026-05-30 11:12:44
Crimson Stem,562,8.0,10.0,2.0,1124.0,Soup__booty,/warp soupshop,562,Polite_player,/warp sell materials,3456,9858 59 -12554,-19266 71 9328,2026-05-29 11:49:14,2026-07-06 10:08:27
Tuff,1552,3.0,3.72,0.7200000000000002,1117.4400000000003,MatsmitGlatz,/warp blockmart,1552,Allyri,/warp ri,3392,12383 77 -9893,-5234 173 -4789,2026-08-08 11:29:55,2026-05-29 11:18:15
